slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,vehicle_type_encoded
763,Car,honda,city,petrol,2017,chennai,50000,50283,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3989,0
764,Car,honda,city,petrol,2017,chennai,60000,60324,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5500,0
765,Car,honda,city,petrol,2017,chennai,60000,60349,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5902,0
766,Car,honda,city,petrol,2017,chennai,60000,60374,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5843,0
767,Car,honda,city,petrol,2017,chennai,60000,59993,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5928,0
768,Car,honda,city,petrol,2017,chennai,60000,61379,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6000,0
769,Car,honda,city,petrol,2017,chennai,60000,60342,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5999,0
770,Car,honda,city,petrol,2017,chennai,60000,60930,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5923,0
771,Car,honda,city,petrol,2017,chennai,60000,60432,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5928,0
772,Car,honda,city,petrol,2017,chennai,60000,60465,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5998,0
773,Car,honda,city,petrol,2017,chennai,60000,60765,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5988,0
774,Car,honda,city,petrol,2017,chennai,60000,59433,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5899,0
775,Car,honda,city,petrol,2017,chennai,60000,60875,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6100,0
776,Car,honda,city,petrol,2017,chennai,60000,60080,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6089,0
777,Car,honda,city,petrol,2017,chennai,60000,60909,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6099,0
778,Car,honda,city,petrol,2017,chennai,60000,60223,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6012,0
779,Car,honda,city,petrol,2017,chennai,60000,59343,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6010,0
780,Car,honda,city,petrol,2017,chennai,60000,60382,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6200,0
781,Car,honda,city,petrol,2017,chennai,60000,60237,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6000,0
782,Car,honda,city,petrol,2017,chennai,60000,60734,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6893,0
783,Car,honda,city,petrol,2017,chennai,60000,60798,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6990,0
784,Car,honda,city,petrol,2017,chennai,70000,70432,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4700,0
785,Car,honda,city,petrol,2017,chennai,70000,71372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4647,0
786,Car,honda,city,petrol,2017,chennai,70000,70321,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4732,0
787,Car,honda,city,petrol,2017,chennai,70000,70232,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4523,0
788,Car,honda,city,petrol,2017,chennai,70000,69322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4723,0
789,Car,honda,city,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4622,0
790,Car,honda,city,petrol,2017,chennai,70000,70327,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4629,0
791,Car,honda,city,petrol,2017,chennai,70000,71326,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4583,0
792,Car,honda,city,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4588,0
793,Car,honda,city,petrol,2017,chennai,70000,70895,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4799,0
794,Car,honda,city,petrol,2017,chennai,70000,69923,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4789,0
795,Car,honda,city,petrol,2017,chennai,70000,70349,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4800,0
796,Car,honda,city,petrol,2017,chennai,70000,70398,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4796,0
797,Car,honda,city,petrol,2017,chennai,70000,70321,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4799,0
798,Car,honda,city,petrol,2017,chennai,70000,70232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4700,0
799,Car,honda,city,petrol,2017,chennai,70000,70098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4689,0
800,Car,honda,city,petrol,2017,chennai,70000,70322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4329,0
801,Car,honda,city,petrol,2017,chennai,70000,70567,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4777,0
802,Car,honda,city,petrol,2017,chennai,70000,70957,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4800,0
803,Car,honda,city,petrol,2017,chennai,80000,83679,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4799,0
804,Car,honda,city,petrol,2017,chennai,80000,80239,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6059,0
805,Car,honda,city,petrol,2017,chennai,80000,85489,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6189,0
806,Car,honda,city,petrol,2017,chennai,80000,88432,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6032,0
807,Car,honda,city,petrol,2017,chennai,80000,81348,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6034,0
808,Car,honda,city,petrol,2017,chennai,80000,80239,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6065,0
809,Car,honda,city,petrol,2017,chennai,80000,89273,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6179,0
810,Car,honda,city,petrol,2017,chennai,80000,82028,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6164,0
811,Car,honda,city,petrol,2017,chennai,80000,84722,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6289,0
812,Car,honda,city,petrol,2017,chennai,80000,88431,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6289,0
813,Car,honda,city,petrol,2017,chennai,80000,86222,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6023,0
814,Car,honda,city,petrol,2017,chennai,100000,90473,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6079,0
815,Car,honda,city,petrol,2017,chennai,100000,99374,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6198,0
816,Car,honda,city,petrol,2017,chennai,100000,95832,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6132,0
817,Car,honda,city,petrol,2017,chennai,100000,92484,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6398,0
818,Car,honda,city,petrol,2017,chennai,100000,94584,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6300,0
819,Car,honda,city,petrol,2017,chennai,100000,103472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6299,0
820,Car,honda,city,petrol,2017,chennai,100000,113479,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6199,0
821,Car,honda,city,petrol,2017,chennai,100000,101302,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6329,0
822,Car,honda,city,petrol,2017,chennai,100000,109327,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6100,0
823,Car,honda,city,diesel,2016,mumbai,10000,10766,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2500,0
824,Car,honda,city,diesel,2016,mumbai,10000,10689,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2578,0
825,Car,honda,city,diesel,2016,mumbai,10000,10355,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2589,0
826,Car,honda,city,diesel,2016,mumbai,10000,11028,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2489,0
827,Car,honda,city,diesel,2016,mumbai,10000,10843,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2499,0
828,Car,honda,city,diesel,2016,mumbai,10000,10686,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2600,0
829,Car,honda,city,diesel,2016,mumbai,10000,10573,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2689,0
830,Car,honda,city,diesel,2016,mumbai,10000,10992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2576,0
831,Car,honda,city,diesel,2016,mumbai,10000,10376,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2534,0
832,Car,honda,city,diesel,2016,mumbai,10000,11009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2534,0
833,Car,honda,city,diesel,2016,mumbai,10000,10048,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2578,0
834,Car,honda,city,diesel,2016,mumbai,10000,10623,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2698,0
835,Car,honda,city,diesel,2016,mumbai,10000,10832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2532,0
836,Car,honda,city,diesel,2016,mumbai,10000,9068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2489,0
837,Car,honda,city,diesel,2016,mumbai,10000,10666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2578,0
838,Car,honda,city,diesel,2016,mumbai,10000,10879,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2631,0
839,Car,honda,city,diesel,2016,mumbai,10000,9978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2639,0
840,Car,honda,city,diesel,2016,mumbai,10000,11658,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2703,0
841,Car,honda,city,diesel,2016,mumbai,10000,10769,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2539,0
842,Car,honda,city,diesel,2016,mumbai,10000,10761,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2597,0
843,Car,honda,city,diesel,2016,mumbai,10000,11957,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2583,0
844,Car,honda,city,diesel,2016,mumbai,20000,20788,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6800,0
845,Car,honda,city,diesel,2016,mumbai,20000,20472,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6809,0
846,Car,honda,city,diesel,2016,mumbai,20000,19236,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6899,0
847,Car,honda,city,diesel,2016,mumbai,20000,20274,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6799,0
848,Car,honda,city,diesel,2016,mumbai,20000,20768,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6849,0
849,Car,honda,city,diesel,2016,mumbai,20000,21867,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6859,0
850,Car,honda,city,diesel,2016,mumbai,20000,21688,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6819,0
851,Car,honda,city,diesel,2016,mumbai,20000,20766,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6819,0
852,Car,honda,city,diesel,2016,mumbai,20000,20987,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6868,0
853,Car,honda,city,diesel,2016,mumbai,20000,20243,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6893,0
854,Car,honda,city,diesel,2016,mumbai,20000,20657,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6823,0
855,Car,honda,city,diesel,2016,mumbai,20000,19467,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6890,0
856,Car,honda,city,diesel,2016,mumbai,20000,19054,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6831,0
857,Car,honda,city,diesel,2016,mumbai,20000,20453,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6890,0
858,Car,honda,city,diesel,2016,mumbai,20000,20980,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6789,0
859,Car,honda,city,diesel,2016,mumbai,20000,21467,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6798,0
860,Car,honda,city,diesel,2016,mumbai,20000,20564,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6759,0
861,Car,honda,city,diesel,2016,mumbai,20000,20768,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6831,0
862,Car,honda,city,diesel,2016,mumbai,20000,22567,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6846,0
863,Car,honda,city,diesel,2016,mumbai,20000,20576,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6891,0
864,Car,honda,city,diesel,2016,mumbai,30000,30686,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5700,0
865,Car,honda,city,diesel,2016,mumbai,30000,30897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5710,0
866,Car,honda,city,diesel,2016,mumbai,30000,30675,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789,0
867,Car,honda,city,diesel,2016,mumbai,30000,30612,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5799,0
868,Car,honda,city,diesel,2016,mumbai,30000,31763,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5699,0
869,Car,honda,city,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789,0
870,Car,honda,city,diesel,2016,mumbai,30000,30998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5723,0
871,Car,honda,city,diesel,2016,mumbai,30000,29234,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789,0
872,Car,honda,city,diesel,2016,mumbai,30000,30909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5721,0
873,Car,honda,city,diesel,2016,mumbai,30000,30522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5748,0
874,Car,honda,city,diesel,2016,mumbai,30000,30863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5738,0
875,Car,honda,city,diesel,2016,mumbai,30000,29837,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5849,0
876,Car,honda,city,diesel,2016,mumbai,30000,30674,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5839,0
877,Car,honda,city,diesel,2016,mumbai,30000,31658,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5829,0
878,Car,honda,city,diesel,2016,mumbai,30000,31225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5819,0
879,Car,honda,city,diesel,2016,mumbai,30000,30987,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5809,0
880,Car,honda,city,diesel,2016,mumbai,30000,30545,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5800,0
881,Car,honda,city,diesel,2016,mumbai,30000,32507,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5799,0
882,Car,honda,city,diesel,2016,mumbai,30000,30087,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5579,0
883,Car,honda,city,diesel,2016,mumbai,30000,30179,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5800,0
884,Car,honda,city,diesel,2016,mumbai,40000,40878,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100,0
885,Car,honda,city,diesel,2016,mumbai,40000,40328,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6250,0
886,Car,honda,city,diesel,2016,mumbai,40000,40368,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000,0
887,Car,honda,city,diesel,2016,mumbai,40000,39175,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100,0
888,Car,honda,city,diesel,2016,mumbai,40000,40613,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6200,0
889,Car,honda,city,diesel,2016,mumbai,40000,40293,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6150,0
890,Car,honda,city,diesel,2016,mumbai,40000,40733,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100,0
891,Car,honda,city,diesel,2016,mumbai,40000,41382,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5900,0
892,Car,honda,city,diesel,2016,mumbai,40000,40289,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000,0
893,Car,honda,city,diesel,2016,mumbai,40000,39236,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6250,0
894,Car,honda,city,diesel,2016,mumbai,40000,40786,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000,0
895,Car,honda,city,diesel,2016,mumbai,40000,40342,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6200,0
896,Car,honda,city,diesel,2016,mumbai,40000,40345,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6300,0
897,Car,honda,city,diesel,2016,mumbai,40000,40897,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6299,0
898,Car,honda,city,diesel,2016,mumbai,40000,40568,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6289,0
899,Car,honda,city,diesel,2016,mumbai,40000,40076,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6279,0
900,Car,honda,city,diesel,2016,mumbai,40000,40877,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7539,0
901,Car,honda,city,diesel,2016,mumbai,40000,41765,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7542,0
902,Car,honda,city,diesel,2016,mumbai,40000,39067,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7570,0
903,Car,honda,city,diesel,2016,mumbai,40000,40675,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7575,0
904,Car,honda,city,diesel,2016,mumbai,50000,50789,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7500,0
905,Car,honda,city,diesel,2016,mumbai,50000,50438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7599,0
906,Car,honda,city,diesel,2016,mumbai,50000,51832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7510,0
907,Car,honda,city,diesel,2016,mumbai,50000,49732,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7590,0
908,Car,honda,city,diesel,2016,mumbai,50000,49028,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7550,0
909,Car,honda,city,diesel,2016,mumbai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7400,0
910,Car,honda,city,diesel,2016,mumbai,50000,50342,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7700,0
911,Car,honda,city,diesel,2016,mumbai,50000,50384,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7650,0
912,Car,honda,city,diesel,2016,mumbai,50000,50878,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7450,0
913,Car,honda,city,diesel,2016,mumbai,50000,50754,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7699,0
914,Car,honda,city,diesel,2016,mumbai,50000,51437,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7799,0
915,Car,honda,city,diesel,2016,mumbai,50000,50789,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7600,0
916,Car,honda,city,diesel,2016,mumbai,50000,50432,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7599,0
917,Car,honda,city,diesel,2016,mumbai,50000,50659,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7549,0
918,Car,honda,city,diesel,2016,mumbai,50000,53768,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7489,0
919,Car,honda,city,diesel,2016,mumbai,50000,50769,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7510,0
920,Car,honda,city,diesel,2016,mumbai,50000,49013,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7539,0
921,Car,honda,city,diesel,2016,mumbai,50000,51556,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7542,0
922,Car,honda,city,diesel,2016,mumbai,50000,50897,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7570,0
923,Car,honda,city,diesel,2016,mumbai,50000,50086,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7575,0
924,Car,honda,city,diesel,2016,mumbai,60000,60879,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9599,0
925,Car,honda,city,diesel,2016,mumbai,60000,60839,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9000,0
926,Car,honda,city,diesel,2016,mumbai,60000,60321,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9428,0
927,Car,honda,city,diesel,2016,mumbai,60000,61733,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9247,0
928,Car,honda,city,diesel,2016,mumbai,60000,60977,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9373,0
929,Car,honda,city,diesel,2016,mumbai,60000,60632,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9473,0
930,Car,honda,city,diesel,2016,mumbai,60000,60872,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9211,0
931,Car,honda,city,diesel,2016,mumbai,60000,60134,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9088,0
932,Car,honda,city,diesel,2016,mumbai,60000,60427,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9099,0
933,Car,honda,city,diesel,2016,mumbai,60000,60349,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9438,0
934,Car,honda,city,diesel,2016,mumbai,60000,60374,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9237,0
935,Car,honda,city,diesel,2016,mumbai,60000,60694,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9473,0
936,Car,honda,city,diesel,2016,mumbai,60000,61379,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9376,0
937,Car,honda,city,diesel,2016,mumbai,60000,59262,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9276,0
938,Car,honda,city,diesel,2016,mumbai,60000,60876,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9256,0
939,Car,honda,city,diesel,2016,mumbai,60000,60456,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9186,0
940,Car,honda,city,diesel,2016,mumbai,60000,60657,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9642,0
941,Car,honda,city,diesel,2016,mumbai,60000,59760,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9374,0
942,Car,honda,city,diesel,2016,mumbai,60000,61234,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9163,0
943,Car,honda,city,diesel,2016,mumbai,60000,60789,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9346,0
944,Car,honda,city,diesel,2016,mumbai,70000,70765,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6100,0
945,Car,honda,city,diesel,2016,mumbai,70000,70384,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6199,0
946,Car,honda,city,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6099,0
947,Car,honda,city,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6089,0
948,Car,honda,city,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6189,0
949,Car,honda,city,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6179,0
950,Car,honda,city,diesel,2016,mumbai,70000,70098,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6188,0
951,Car,honda,city,diesel,2016,mumbai,70000,69432,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6132,0
952,Car,honda,city,diesel,2016,mumbai,70000,70894,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6110,0
953,Car,honda,city,diesel,2016,mumbai,70000,70753,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6290,0
954,Car,honda,city,diesel,2016,mumbai,70000,70756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6279,0
955,Car,honda,city,diesel,2016,mumbai,70000,70890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6249,0
