slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,vehicle_type_encoded
956,Car,honda,city,diesel,2016,mumbai,70000,69876,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6149,0
957,Car,honda,city,diesel,2016,mumbai,70000,70766,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6300,0
958,Car,honda,city,diesel,2016,mumbai,70000,70087,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6200,0
959,Car,honda,city,diesel,2016,mumbai,70000,70234,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6298,0
960,Car,honda,city,diesel,2016,mumbai,70000,71456,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6281,0
961,Car,honda,city,diesel,2016,mumbai,70000,70975,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6400,0
962,Car,honda,city,diesel,2016,mumbai,70000,70255,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7200,0
963,Car,honda,city,diesel,2016,mumbai,70000,70346,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7300,0
964,Car,honda,city,diesel,2016,mumbai,80000,83678,1,1,1,1,0,1,1,0,0,1,0,0,0,0,8500,0
965,Car,honda,city,diesel,2016,mumbai,80000,88432,1,1,1,1,0,1,1,0,0,1,0,0,0,1,8599,0
966,Car,honda,city,diesel,2016,mumbai,80000,83223,1,1,1,1,0,1,1,0,0,1,0,0,0,1,8589,0
967,Car,honda,city,diesel,2016,mumbai,80000,84978,1,1,1,1,0,1,1,0,0,1,0,0,0,1,8600,0
968,Car,honda,city,diesel,2016,mumbai,80000,89262,1,1,1,1,0,1,1,0,0,1,0,0,0,1,8699,0
969,Car,honda,city,diesel,2016,mumbai,80000,81362,1,1,1,1,0,1,1,0,0,1,0,0,0,1,8619,0
970,Car,honda,city,diesel,2016,mumbai,80000,80623,1,1,1,1,0,1,1,0,0,1,0,0,0,0,8700,0
971,Car,honda,city,diesel,2016,mumbai,80000,80628,1,1,1,1,0,1,1,0,0,1,0,0,0,0,8499,0
972,Car,honda,city,diesel,2016,mumbai,80000,90624,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8489,0
973,Car,honda,city,diesel,2016,mumbai,100000,95293,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8810,0
974,Car,honda,city,diesel,2016,mumbai,100000,98673,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8539,0
975,Car,honda,city,diesel,2016,mumbai,100000,92463,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8250,0
976,Car,honda,city,diesel,2016,mumbai,100000,102836,1,1,1,1,0,1,1,0,0,0,0,0,0,1,9000,0
977,Car,honda,city,diesel,2016,mumbai,100000,108236,1,1,1,1,0,1,1,0,0,0,0,0,0,1,8900,0
978,Car,honda,city,diesel,2016,mumbai,100000,117248,1,1,1,1,1,1,1,0,1,0,0,0,1,1,8999,0
979,Car,honda,city,diesel,2016,mumbai,100000,128699,1,1,1,1,0,1,1,0,1,1,0,0,1,1,8700,0
980,Car,toyota,fortuner,diesel,2016,mumbai,10000,10657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2089,0
981,Car,toyota,fortuner,diesel,2016,mumbai,10000,10732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2045,0
982,Car,toyota,fortuner,diesel,2016,mumbai,10000,10232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2176,0
983,Car,toyota,fortuner,diesel,2016,mumbai,10000,10747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,0
984,Car,toyota,fortuner,diesel,2016,mumbai,10000,11237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1989,0
985,Car,toyota,fortuner,diesel,2016,mumbai,10000,10355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2078,0
986,Car,toyota,fortuner,diesel,2016,mumbai,10000,11028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2075,0
987,Car,toyota,fortuner,diesel,2016,mumbai,10000,10843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2089,0
988,Car,toyota,fortuner,diesel,2016,mumbai,10000,10686,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2099,0
989,Car,toyota,fortuner,diesel,2016,mumbai,10000,10573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2100,0
990,Car,toyota,fortuner,diesel,2016,mumbai,10000,10992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2109,0
991,Car,toyota,fortuner,diesel,2016,mumbai,10000,10376,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2199,0
992,Car,toyota,fortuner,diesel,2016,mumbai,10000,11009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2189,0
993,Car,toyota,fortuner,diesel,2016,mumbai,10000,10048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2179,0
994,Car,toyota,fortuner,diesel,2016,mumbai,10000,10623,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2149,0
995,Car,toyota,fortuner,diesel,2016,mumbai,10000,9076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2169,0
996,Car,toyota,fortuner,diesel,2016,mumbai,10000,10783,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2129,0
997,Car,toyota,fortuner,diesel,2016,mumbai,10000,10673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2079,0
998,Car,toyota,fortuner,diesel,2016,mumbai,10000,10342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2099,0
999,Car,toyota,fortuner,diesel,2016,mumbai,10000,10024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,0
1000,Car,toyota,fortuner,diesel,2016,mumbai,20000,20568,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3400,0
1001,Car,toyota,fortuner,diesel,2016,mumbai,20000,20657,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3411,0
1002,Car,toyota,fortuner,diesel,2016,mumbai,20000,20732,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3430,0
1003,Car,toyota,fortuner,diesel,2016,mumbai,20000,20327,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3434,0
1004,Car,toyota,fortuner,diesel,2016,mumbai,20000,20474,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3488,0
1005,Car,toyota,fortuner,diesel,2016,mumbai,20000,20473,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3499,0
1006,Car,toyota,fortuner,diesel,2016,mumbai,20000,20436,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3498,0
1007,Car,toyota,fortuner,diesel,2016,mumbai,20000,20859,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3400,0
1008,Car,toyota,fortuner,diesel,2016,mumbai,20000,20908,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3500,0
1009,Car,toyota,fortuner,diesel,2016,mumbai,20000,21382,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3599,0
1010,Car,toyota,fortuner,diesel,2016,mumbai,20000,19732,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3489,0
1011,Car,toyota,fortuner,diesel,2016,mumbai,20000,20823,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3449,0
1012,Car,toyota,fortuner,diesel,2016,mumbai,20000,20373,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3399,0
1013,Car,toyota,fortuner,diesel,2016,mumbai,20000,20472,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3389,0
1014,Car,toyota,fortuner,diesel,2016,mumbai,20000,20879,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3510,0
1015,Car,toyota,fortuner,diesel,2016,mumbai,20000,22658,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3400,0
1016,Car,toyota,fortuner,diesel,2016,mumbai,20000,20657,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3410,0
1017,Car,toyota,fortuner,diesel,2016,mumbai,20000,20158,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3418,0
1018,Car,toyota,fortuner,diesel,2016,mumbai,20000,20655,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3419,0
1019,Car,toyota,fortuner,diesel,2016,mumbai,20000,20989,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3420,0
1020,Car,toyota,fortuner,diesel,2016,mumbai,30000,30321,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3600,0
1021,Car,toyota,fortuner,diesel,2016,mumbai,30000,30677,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3699,0
1022,Car,toyota,fortuner,diesel,2016,mumbai,30000,30611,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3689,0
1023,Car,toyota,fortuner,diesel,2016,mumbai,30000,30018,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3599,0
1024,Car,toyota,fortuner,diesel,2016,mumbai,30000,30783,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3610,0
1025,Car,toyota,fortuner,diesel,2016,mumbai,30000,30463,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3600,0
1026,Car,toyota,fortuner,diesel,2016,mumbai,30000,30463,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3630,0
1027,Car,toyota,fortuner,diesel,2016,mumbai,30000,29625,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3649,0
1028,Car,toyota,fortuner,diesel,2016,mumbai,30000,31833,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3700,0
1029,Car,toyota,fortuner,diesel,2016,mumbai,30000,30172,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3749,0
1030,Car,toyota,fortuner,diesel,2016,mumbai,30000,30132,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3749,0
1031,Car,toyota,fortuner,diesel,2016,mumbai,30000,29234,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3710,0
1032,Car,toyota,fortuner,diesel,2016,mumbai,30000,30541,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3699,0
1033,Car,toyota,fortuner,diesel,2016,mumbai,30000,29650,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3677,0
1034,Car,toyota,fortuner,diesel,2016,mumbai,30000,30089,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3690,0
1035,Car,toyota,fortuner,diesel,2016,mumbai,30000,30658,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3666,0
1036,Car,toyota,fortuner,diesel,2016,mumbai,30000,30540,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3646,0
1037,Car,toyota,fortuner,diesel,2016,mumbai,30000,30719,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3655,0
1038,Car,toyota,fortuner,diesel,2016,mumbai,30000,30257,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3650,0
1039,Car,toyota,fortuner,diesel,2016,mumbai,30000,31566,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3699,0
1040,Car,toyota,fortuner,diesel,2016,mumbai,40000,40078,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4300,0
1041,Car,toyota,fortuner,diesel,2016,mumbai,40000,40722,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4349,0
1042,Car,toyota,fortuner,diesel,2016,mumbai,40000,40283,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4399,0
1043,Car,toyota,fortuner,diesel,2016,mumbai,40000,40287,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4389,0
1044,Car,toyota,fortuner,diesel,2016,mumbai,40000,39723,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4350,0
1045,Car,toyota,fortuner,diesel,2016,mumbai,40000,41372,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4300,0
1046,Car,toyota,fortuner,diesel,2016,mumbai,40000,40282,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4410,0
1047,Car,toyota,fortuner,diesel,2016,mumbai,40000,40483,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4299,0
1048,Car,toyota,fortuner,diesel,2016,mumbai,40000,40984,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4449,0
1049,Car,toyota,fortuner,diesel,2016,mumbai,40000,40932,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4489,0
1050,Car,toyota,fortuner,diesel,2016,mumbai,40000,40282,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4499,0
1051,Car,toyota,fortuner,diesel,2016,mumbai,40000,40221,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4488,0
1052,Car,toyota,fortuner,diesel,2016,mumbai,40000,42778,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4444,0
1053,Car,toyota,fortuner,diesel,2016,mumbai,40000,40787,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4333,0
1054,Car,toyota,fortuner,diesel,2016,mumbai,40000,40098,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4344,0
1055,Car,toyota,fortuner,diesel,2016,mumbai,40000,40379,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4443,0
1056,Car,toyota,fortuner,diesel,2016,mumbai,40000,40257,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4499,0
1057,Car,toyota,fortuner,diesel,2016,mumbai,40000,40764,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4477,0
1058,Car,toyota,fortuner,diesel,2016,mumbai,40000,40643,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4450,0
1059,Car,toyota,fortuner,diesel,2016,mumbai,40000,40173,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4389,0
1060,Car,toyota,fortuner,diesel,2016,mumbai,50000,50583,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,0
1061,Car,toyota,fortuner,diesel,2016,mumbai,50000,50236,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4110,0
1062,Car,toyota,fortuner,diesel,2016,mumbai,50000,50673,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4199,0
1063,Car,toyota,fortuner,diesel,2016,mumbai,50000,50892,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4189,0
1064,Car,toyota,fortuner,diesel,2016,mumbai,50000,51427,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4179,0
1065,Car,toyota,fortuner,diesel,2016,mumbai,50000,50237,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,0
1066,Car,toyota,fortuner,diesel,2016,mumbai,50000,49622,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4150,0
1067,Car,toyota,fortuner,diesel,2016,mumbai,50000,49263,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4198,0
1068,Car,toyota,fortuner,diesel,2016,mumbai,50000,50268,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4148,0
1069,Car,toyota,fortuner,diesel,2016,mumbai,50000,51452,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4141,0
1070,Car,toyota,fortuner,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4200,0
1071,Car,toyota,fortuner,diesel,2016,mumbai,50000,50888,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4210,0
1072,Car,toyota,fortuner,diesel,2016,mumbai,50000,50678,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4242,0
1073,Car,toyota,fortuner,diesel,2016,mumbai,50000,50755,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4190,0
1074,Car,toyota,fortuner,diesel,2016,mumbai,50000,50245,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,0
1075,Car,toyota,fortuner,diesel,2016,mumbai,50000,50345,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4099,0
1076,Car,toyota,fortuner,diesel,2016,mumbai,50000,50896,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4089,0
1077,Car,toyota,fortuner,diesel,2016,mumbai,50000,50890,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4123,0
1078,Car,toyota,fortuner,diesel,2016,mumbai,50000,50789,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4243,0
1079,Car,toyota,fortuner,diesel,2016,mumbai,50000,50246,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4290,0
1080,Car,toyota,fortuner,diesel,2016,mumbai,60000,60934,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6400,0
1081,Car,toyota,fortuner,diesel,2016,mumbai,60000,60272,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6399,0
1082,Car,toyota,fortuner,diesel,2016,mumbai,60000,60347,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6419,0
1083,Car,toyota,fortuner,diesel,2016,mumbai,60000,60322,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6410,0
1084,Car,toyota,fortuner,diesel,2016,mumbai,60000,60347,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6499,0
1085,Car,toyota,fortuner,diesel,2016,mumbai,60000,60839,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6500,0
1086,Car,toyota,fortuner,diesel,2016,mumbai,60000,60321,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6499,0
1087,Car,toyota,fortuner,diesel,2016,mumbai,60000,61733,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6521,0
1088,Car,toyota,fortuner,diesel,2016,mumbai,60000,60977,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6599,0
1089,Car,toyota,fortuner,diesel,2016,mumbai,60000,60632,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6322,0
1090,Car,toyota,fortuner,diesel,2016,mumbai,60000,60872,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6423,0
1091,Car,toyota,fortuner,diesel,2016,mumbai,60000,60134,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6522,0
1092,Car,toyota,fortuner,diesel,2016,mumbai,60000,60427,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6500,0
1093,Car,toyota,fortuner,diesel,2016,mumbai,60000,60456,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6489,0
1094,Car,toyota,fortuner,diesel,2016,mumbai,60000,60677,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6479,0
1095,Car,toyota,fortuner,diesel,2016,mumbai,60000,60345,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6477,0
1096,Car,toyota,fortuner,diesel,2016,mumbai,60000,60989,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6488,0
1097,Car,toyota,fortuner,diesel,2016,mumbai,60000,60123,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6432,0
1098,Car,toyota,fortuner,diesel,2016,mumbai,60000,60023,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6438,0
1099,Car,toyota,fortuner,diesel,2016,mumbai,60000,60582,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6500,0
1100,Car,toyota,fortuner,diesel,2016,mumbai,70000,70456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5200,0
1101,Car,toyota,fortuner,diesel,2016,mumbai,70000,70787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5200,0
1102,Car,toyota,fortuner,diesel,2016,mumbai,70000,70747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5350,0
1103,Car,toyota,fortuner,diesel,2016,mumbai,70000,70360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5299,0
1104,Car,toyota,fortuner,diesel,2016,mumbai,70000,71580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5399,0
1105,Car,toyota,fortuner,diesel,2016,mumbai,70000,70765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5289,0
1106,Car,toyota,fortuner,diesel,2016,mumbai,70000,70272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5389,0
1107,Car,toyota,fortuner,diesel,2016,mumbai,70000,70347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5250,0
1108,Car,toyota,fortuner,diesel,2016,mumbai,70000,70322,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5350,0
1109,Car,toyota,fortuner,diesel,2016,mumbai,70000,70347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5249,0
1110,Car,toyota,fortuner,diesel,2016,mumbai,70000,70473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5349,0
1111,Car,toyota,fortuner,diesel,2016,mumbai,70000,71009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5388,0
1112,Car,toyota,fortuner,diesel,2016,mumbai,70000,69498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5488,0
1113,Car,toyota,fortuner,diesel,2016,mumbai,70000,70777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5310,0
1114,Car,toyota,fortuner,diesel,2016,mumbai,70000,70320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5210,0
1115,Car,toyota,fortuner,diesel,2016,mumbai,70000,70380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5200,0
1116,Car,toyota,fortuner,diesel,2016,mumbai,70000,70134,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5300,0
1117,Car,toyota,fortuner,diesel,2016,mumbai,70000,70333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5299,0
1118,Car,toyota,fortuner,diesel,2016,mumbai,70000,70076,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5279,0
1119,Car,toyota,fortuner,diesel,2016,mumbai,70000,70976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5269,0
1120,Car,toyota,fortuner,diesel,2016,mumbai,80000,82879,1,1,1,0,0,1,0,0,0,0,0,0,0,1,7100,0
1121,Car,toyota,fortuner,diesel,2016,mumbai,80000,84232,1,1,1,0,0,1,0,0,0,0,0,0,0,1,7200,0
1122,Car,toyota,fortuner,diesel,2016,mumbai,80000,86289,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7099,0
1123,Car,toyota,fortuner,diesel,2016,mumbai,80000,89827,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7089,0
1124,Car,toyota,fortuner,diesel,2016,mumbai,80000,83238,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7199,0
1125,Car,toyota,fortuner,diesel,2016,mumbai,80000,81723,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7189,0
1126,Car,toyota,fortuner,diesel,2016,mumbai,80000,88937,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7190,0
1127,Car,toyota,fortuner,diesel,2016,mumbai,80000,80782,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7149,0
1128,Car,toyota,fortuner,diesel,2016,mumbai,80000,81923,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7150,0
1129,Car,toyota,fortuner,diesel,2016,mumbai,80000,82732,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7110,0
1130,Car,toyota,fortuner,diesel,2016,mumbai,80000,80327,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7200,0
1131,Car,toyota,fortuner,diesel,2016,mumbai,80000,80311,1,1,1,0,0,1,0,0,0,1,0,0,0,1,7249,0
1132,Car,toyota,fortuner,diesel,2016,mumbai,80000,90677,1,1,1,1,0,0,1,0,0,0,0,0,0,1,7290,0
1133,Car,toyota,fortuner,diesel,2016,mumbai,100000,94373,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7250,0
1134,Car,toyota,fortuner,diesel,2016,mumbai,100000,91263,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7299,0
1135,Car,toyota,fortuner,diesel,2016,mumbai,100000,96236,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7289,0
1136,Car,toyota,fortuner,diesel,2016,mumbai,100000,93438,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7280,0
1137,Car,toyota,fortuner,diesel,2016,mumbai,100000,106788,1,1,1,0,1,1,1,0,1,0,0,0,0,0,7310,0
1138,Car,toyota,fortuner,diesel,2016,mumbai,100000,112576,1,1,1,0,1,1,1,0,1,0,0,0,0,0,7349,0
1139,Car,toyota,fortuner,diesel,2016,mumbai,100000,110757,1,1,1,1,1,1,1,0,1,0,0,0,0,0,7399,0
